district,latitude,longitude,population_density,theft,robbery,molestation,cruelty_by_husband,pocso,rape,dacoity,murder,weighted_crime_score,safety_index,hour_of_day,is_night,is_weekend,speed,route_deviation,severity
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,10,0,0,60,1,medium
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,10,0,0,60,1,high
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,10,0,0,80,0,low
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,10,0,1,80,0,medium
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,10,0,0,80,0,high
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,10,0,0,80,1,low
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,10,0,0,80,1,medium
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,10,0,0,80,1,high
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,14,0,0,20,0,low
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,14,0,0,20,0,medium
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,14,0,1,20,0,high
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,14,0,1,20,1,low
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,14,0,1,20,1,medium
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,14,0,1,20,1,high
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,14,0,0,40,0,low
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,14,0,1,40,0,medium
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,14,0,0,40,0,high
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,14,0,0,40,1,low
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,14,0,0,40,1,medium
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,14,0,0,40,1,high
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,14,0,0,60,0,low
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,14,0,0,60,0,medium
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,14,0,1,60,0,high
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,14,0,0,60,1,low
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,14,0,0,60,1,medium
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,14,0,0,60,1,high
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,14,0,0,80,0,low
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,14,0,1,80,0,medium
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,14,0,0,80,0,high
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,14,0,1,80,1,low
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,14,0,1,80,1,medium
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,14,0,0,80,1,high
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,18,0,0,20,0,low
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,18,0,1,20,0,medium
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,18,0,1,20,0,high
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,18,0,1,20,1,low
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,18,0,1,20,1,medium
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,18,0,0,20,1,high
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,18,0,0,40,0,low
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,18,0,0,40,0,medium
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,18,0,1,40,0,high
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,18,0,0,40,1,low
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,18,0,0,40,1,medium
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,18,0,0,40,1,high
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,18,0,0,60,0,low
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,18,0,0,60,0,medium
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,18,0,1,60,0,high
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,18,0,0,60,1,low
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,18,0,1,60,1,medium
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,18,0,0,60,1,high
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,18,0,0,80,0,low
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,18,0,1,80,0,medium
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,18,0,1,80,0,high
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,18,0,0,80,1,low
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,18,0,1,80,1,medium
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,18,0,0,80,1,high
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,22,1,0,20,0,low
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,22,1,0,20,0,medium
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,22,1,0,20,0,high
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,22,1,0,20,1,low
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,22,1,0,20,1,medium
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,22,1,0,20,1,high
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,22,1,0,40,0,low
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,22,1,0,40,0,medium
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,22,1,1,40,0,high
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,22,1,0,40,1,low
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,22,1,0,40,1,medium
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,22,1,1,40,1,high
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,22,1,0,60,0,low
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,22,1,0,60,0,medium
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,22,1,0,60,0,high
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,22,1,0,60,1,low
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,22,1,1,60,1,medium
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,22,1,1,60,1,high
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,22,1,0,80,0,low
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,22,1,1,80,0,medium
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,22,1,1,80,0,high
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,22,1,0,80,1,low
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,22,1,1,80,1,medium
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,22,1,0,80,1,high
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,2,1,1,20,0,low
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,2,1,1,20,0,medium
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,2,1,0,20,0,high
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,2,1,0,20,1,low
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,2,1,0,20,1,medium
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,2,1,0,20,1,high
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,2,1,1,40,0,low
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,2,1,1,40,0,medium
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,2,1,0,40,0,high
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,2,1,0,40,1,low
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,2,1,0,40,1,medium
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,2,1,0,40,1,high
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,2,1,0,60,0,low
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,2,1,0,60,0,medium
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,2,1,1,60,0,high
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,2,1,0,60,1,low
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,2,1,0,60,1,medium
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,2,1,1,60,1,high
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,2,1,0,80,0,low
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,2,1,1,80,0,medium
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,2,1,1,80,0,high
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,2,1,0,80,1,low
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,2,1,0,80,1,medium
Bengaluru City,12.9716,77.5946,18000,9605.0,693.0,1251.0,0,586.0,167.0,67.0,176.0,8204.100000000002,0.0,2,1,0,80,1,high
Mysuru City,12.2958,76.6394,6000,356.0,45.0,59.0,0,65.0,23.0,2.0,22.0,492.15,0.8933,6,0,0,20,0,low
Mysuru City,12.2958,76.6394,6000,356.0,45.0,59.0,0,65.0,23.0,2.0,22.0,492.15,0.804,6,0,0,20,0,medium
Mysuru City,12.2958,76.6394,6000,356.0,45.0,59.0,0,65.0,23.0,2.0,22.0,492.15,0.7146,6,0,0,20,0,high
Mysuru City,12.2958,76.6394,6000,356.0,45.0,59.0,0,65.0,23.0,2.0,22.0,492.15,0.7593,6,0,0,20,1,low
Mysuru City,12.2958,76.6394,6000,356.0,45.0,59.0,0,65.0,23.0,2.0,22.0,492.15,0.6834,6,0,0,20,1,medium
Mysuru City,12.2958,76.6394,6000,356.0,45.0,59.0,0,65.0,23.0,2.0,22.0,492.15,0.6074,6,0,0,20,1,high
Mysuru City,12.2958,76.6394,6000,356.0,45.0,59.0,0,65.0,23.0,2.0,22.0,492.15,0.8933,6,0,1,40,0,low
Mysuru City,12.2958,76.6394,6000,356.0,45.0,59.0,0,65.0,23.0,2.0,22.0,492.15,0.804,6,0,0,40,0,medium
Mysuru City,12.2958,76.6394,6000,356.0,45.0,59.0,0,65.0,23.0,2.0,22.0,492.15,0.7146,6,0,0,40,0,high
Mysuru City,12.2958,76.6394,6000,356.0,45.0,59.0,0,65.0,23.0,2.0,22.0,492.15,0.7593,6,0,0,40,1,low
Mysuru City,12.2958,76.6394,6000,356.0,45.0,59.0,0,65.0,23.0,2.0,22.0,492.15,0.6834,6,0,1,40,1,medium
Mysuru City,12.2958,76.6394,6000,356.0,45.0,59.0,0,65.0,23.0,2.0,22.0,492.15,0.6074,6,0,0,40,1,high
Mysuru City,12.2958,76.6394,6000,356.0,45.0,59.0,0,65.0,23.0,2.0,22.0,492.15,0.8486,6,0,0,60,0,low
Mysuru City,12.2958,76.6394,6000,356.0,45.0,59.0,0,65.0,23.0,2.0,22.0,492.15,0.7638,6,0,1,60,0,medium
Mysuru City,12.2958,76.6394,6000,356.0,45.0,59.0,0,65.0,23.0,2.0,22.0,492.15,0.6789,6,0,0,60,0,high
Mysuru City,12.2958,76.6394,6000,356.0,45.0,59.0,0,65.0,23.0,2.0,22.0,492.15,0.7213,6,0,1,60,1,low
Mysuru City,12.2958,76.6394,6000,356.0,45.0,59.0,0,65.0,23.0,2.0,22.0,492.15,0.6492,6,0,0,60,1,medium
Mysuru City,12.2958,76.6394,6000,356.0,45.0,59.0,0,65.0,23.0,2.0,22.0,492.15,0.5771,6,0,0,60,1,high
Mysuru City,12.2958,76.6394,6000,356.0,45.0,59.0,0,65.0,23.0,2.0,22.0,492.15,0.804,6,0,0,80,0,low
Mysuru City,12.2958,76.6394,6000,356.0,45.0,59.0,0,65.0,23.0,2.0,22.0,492.15,0.7236,6,0,0,80,0,medium
Mysuru City,12.2958,76.6394,6000,356.0,45.0,59.0,0,65.0,23.0,2.0,22.0,492.15,0.6432,6,0,0,80,0,high
Mysuru City,12.2958,76.6394,6000,356.0,45.0,59.0,0,65.0,23.0,2.0,22.0,492.15,0.6834,6,0,1,80,1,low
Mysuru City,12.2958,76.6394,6000,356.0,45.0,59.0,0,65.0,23.0,2.0,22.0,492.15,0.615,6,0,0,80,1,medium
Mysuru City,12.2958,76.6394,6000,356.0,45.0,59.0,0,65.0,23.0,2.0,22.0,492.15,0.5467,6,0,0,80,1,high
Mysuru City,12.2958,76.6394,6000,356.0,45.0,59.0,0,65.0,23.0,2.0,22.0,492.15,0.8933,10,0,0,20,0,low
Mysuru City,12.2958,76.6394,6000,356.0,45.0,59.0,0,65.0,23.0,2.0,22.0,492.15,0.804,10,0,0,20,0,medium
Mysuru City,12.2958,76.6394,6000,356.0,45.0,59.0,0,65.0,23.0,2.0,22.0,492.15,0.7146,10,0,0,20,0,high
Mysuru City,12.2958,76.6394,6000,356.0,45.0,59.0,0,65.0,23.0,2.0,22.0,492.15,0.7593,10,0,0,20,1,low
Mysuru City,12.2958,76.6394,6000,356.0,45.0,59.0,0,65.0,23.0,2.0,22.0,492.15,0.6834,10,0,0,20,1,medium
Mysuru City,12.2958,76.6394,6000,356.0,45.0,59.0,0,65.0,23.0,2.0,22.0,492.15,0.6074,10,0,0,20,1,high
Mysuru City,12.2958,76.6394,6000,356.0,45.0,59.0,0,65.0,23.0,2.0,22.0,492.15,0.8933,10,0,0,40,0,low
Mysuru City,12.2958,76.6394,6000,356.0,45.0,59.0,0,65.0,23.0,2.0,22.0,492.15,0.804,10,0,0,40,0,medium
Mysuru City,12.2958,76.6394,6000,356.0,45.0,59.0,0,65.0,23.0,2.0,22.0,492.15,0.7146,10,0,0,40,0,high
Mysuru City,12.2958,76.6394,6000,356.0,45.0,59.0,0,65.0,23.0,2.0,22.0,492.15,0.7593,10,0,0,40,1,low
Mysuru City,12.2958,76.6394,6000,356.0,45.0,59.0,0,65.0,23.0,2.0,22.0,492.15,0.6834,10,0,1,40,1,medium
Mysuru City,12.2958,76.6394,6000,356.0,45.0,59.0,0,65.0,23.0,2.0,22.0,492.15,0.6074,10,0,0,40,1,high
Mysuru City,12.2958,76.6394,6000,356.0,45.0,59.0,0,65.0,23.0,2.0,22.0,492.15,0.8486,10,0,0,60,0,low
